review,rating
veellaki customer's mathrame kaavali vaallake preference driver avasaram ledhu mari driver lekunte customers ni ela drop chestharoo and yesterday 38 km ki 630 amount chupinchadu booking thesukunnaka total 74km vachindhi+toll 130 booking complete chesina taruvata still 630 chupistundi customer support ki call cheste memu yem cheylemu antunnaru very worst experience,1
very good,5
"worst app for delivery riders new way of money looting through rider penalty penalty upto rs.350 for not collected food,bike taxi riders be alert if RTO caught our Rapido management will not help us illegal fine upto rs.10000 ,no.1 fraud less than single star my review from Chennai Tamilnadu",1
Hi > We request Rapido to please increase the fares so that more money can be collected from customers and riders can take home a decent income. At least ₹2000 per day should be achievable. Please make this update; only then can Rapido run successfully. Kindly think about the riders as well.,1
the app is cool but the some people tell to not drive also make drama,5
👍👍,5
support is not good I'm trying to call but it is not connecting,1
very good app,5
Third class service by rapido boys don't use this app,1
driver ko bhot pareshani hoti hain 3 km ka pickup 4 km jana padhta h waha 10m khade raho aur booking cancel kardete h,1
okay,5
worst experience in Bangalore stupid 10 km travelling giving amount 150 rupees bevarse app,1
my all document submit 5 hours delay but not activate my account 🥲,1
my security system says fraud apps detected after app installation,1
no benefit,5
nice,5
good,5
very bad app for rapido captains only they using there hard work who is unemployed truly sad no good fare and waste of time aslo problem with this app long pickup fare is also not justifying and customers cancelled order also will decrease your rating this is not fare. captain care customer care support system is also not good rapido should fix these problems as soon as possible,1
nice 🙂,5
no opan app,1
"third class rapido bike taxi Please my brothers and my friends Rapido is a third class company, okay they get more commission in this, not us, if I have to go 2 km for ₹20 then why should I accept the order if a customer comes It is better that you work in Uber, their service is good, you can work as per your wish, you can work as much as you need, you should not work with Rapido, stop it.",1
its a good opportunity,5
good,5
super,5
new join karne pe ride pe ride milega uske tikh 7 days baad 2-3 ride hi milega jo join karenge iske bharose pe mat rehna,1
not best ride,1
time waste app,1
bahut hi bura rate hai,1
"worst app for drivers,learn something from ola.it is a customer friendly app but not good for riders.rapido also doing scam for pickup location.it is showing you 100m away but when you accept the ride rapido show you 1.5km away.and it's charge 19 rs per day,ola charge only 10 rs.riders be alert.uninstall this app.i dont want to give a single star for this app.",1
very good 👍,5
good,5
మీరు ఇచ్చేది పనికి మాలిన రేట్ దానికి మళ్ళీ CUSTUMOR కీ రేట్ తగ్గించే ఆప్షన్ ఎందుకు మా డ్రైవర్స్ నీ నాశనం చేసి మా మీద బతుకుతున్నారు,1
sabse ghatiya app duniya ka,1
very good,5
vary vary bad serves rapido,1
more struggles but less earnings,1
no dutys in rapido thy jst give duty to ther on vahicals,1
v good app for job,5
nice survice,5
application is not good for driver because sometimes tolls are not included in fare and traffic timings increase pays are same worst appp,1
good experience rapido using rapido app is a very good company and employees,5
very bad earning,1
"too much bad 😕 not safe , customer care service also irritating + they don't know how to talk with customer",1
good,5
super,5
app is sometimes glitch or not work properly.,1
thax,5
Rapido का बस चले तो राइडर लोग को खून चूस चूस कर मार डाले गा rapido सिर्फ अपने बारे मे सोचती राइडर लोग दिन raat मेहनत करके rapido को आगे बढ़ाया और rapido अपना रंग दिखाना चालू कर दिया इसलिए सभी नाया और पुराना राइडर से अनुरोध है की आप रांची मे rapido कैप्टेन मे काम ना करें rapido city ranchi मे राइडर लोग को जीने नहीं देगा rapido राइडर लोग को क्या सेवा दे रही है सब कुछ राइडर का रहता है bike मोबाइल और bike सर्विस सब कुछ राइडर को हीं करना पड़ता है rapido किस हक़ से अपने मर्जी से,1
"app not working , login issue",1
very good repido I am repido driver,5
worst app did not pay correct amount. chargers lots of commission. bad experience.,1
LESSS bookings,1
very very very poor,1
disgusting... disappointed becouse customer booking ride.... and then suddenly... customer are cancelling ride it's ok but.... when we cancel ride our rating goes down... we accept that... but why we suffer when customer cancelling ride.. why our rating goes down it's not our fault... it's really rubbish thing...,1
good👍,5
excellent,5
nice 👍,5
super,5
poor app experience,1
Wrost experience very cheap aap ever customer service ka to haal behal hai third party order aate hai order complete karte samay app stuck hota hai mera 60 ru ka loss kiya hai upar se penalty mark Kiya hai,1
bht kam rate deta hai,1
this is fraud app....don't use it ....,1
the best way of earning,5
guud,5
7day hogya hai avi bhi DL under verification dikha raha hai,1
"I have been using as a carpool app towards my office commute. Pros: Ride sharing leads to saving of money and conserving environment. Cons: Go to functionality needs improvement it means if a captain is driving towards a particular area A, captain should only receive rides requests towards that area ensuring enroutes Only. This will encourage environment savers to join the platform as well and riders not to treat Captain as mere driver.",4
I like the instant call support service,5
sir I have a problem with my new registration I have raised a ticket and waiting for 7 days please sir do something and I can't able to talk on customer care or help with managers I have shared my mobile number on respected email please do something because I am waiting for your response.,1
all document upload but long time under verification problem.help line service poor,1
excellent. no survive without rapido capital in metro cities.,5
remove vibration after cancelling the order phone will get hang,5
sir meri id band kar di gai hai parmanent 100 year ke liye bina region se costomer ne complaint daal di hai ki maine unko gaali di hai or rapido ke pass bo koi prof nahi hai please mera apse nivedan hai ki jald se jald meri id khod di jaye main rapido me 4 saal ye work kiya hai,5
good 😊 app,5
don't know car value only earning money rapido concept and looting people money with false adds,1
very bad,1
useless aap,1
last few months I am not receiving proper trip in rapido due to rapido fleet owners using for auto accepting orders that's reason I am not getting proper trip and not myself also individual drivers also not getting trips. I am getting trip low value. so pls take action against fleet owners who are all used auto accepting orders. otherwise pls share auto accepting app to all drivers. last few months I feel very bad drive with rapido cabs. kindly consider my request,2
nice app,5
Third class,1
Please show fare to drivers and increase fare as per every km. Give very low fares to drivers and your company charges very high worst app. please improve your app thanks,1
commission jyada le raha hai,1
very bad pickup Long amount low ubber best km 10 rs,1
Best appp,5
Login problem,1
nice,5
chiting costomer and driver,1
rapidi sahi nhi hai,1
good,5
👍👍👍,5
rapido rate is very bad,1
रेपिडो के नियमों में बदलाव होने चाहिए. अगर किसी को भी राइड करना हो उसे कम से कम 5 राइड करना ही पड़ेगी। अगर नहीं करता है तो उसको चलाने नहीं दिया जाए।जिससे जो रोज कैप्टन चलाता हैं उसे कोई परेशानी का सामना ना करना पड़े। कुछ लोग ऐसे भी है राइड बुक कर लेते है वहां जाने पर कैंसल कर देते है ऐसे कितने ही कैप्टन को रोज परेशानी झेलनी पड़ती हैं कस्टमर केयर को कॉल करो तो उनको कोई फर्क नहीं पड़ता है अगर ऐसा ही चलते रहा तो मार्केट में ओर प्लेटफॉर्म है,1
